playername,team,flag_reason,metric,metric_value,last_test_date
PLAYER_179,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2667,2024-04-30 19:36:55
PLAYER_180,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2786,2019-08-06 10:53:32
PLAYER_189,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2271,2024-05-07 16:30:23
PLAYER_190,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2951,2025-09-19 14:50:44
PLAYER_206,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1796,2024-11-08 14:05:01
PLAYER_210,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1816,2025-10-14 12:44:28
PLAYER_214,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2555,2025-01-18 18:35:24
PLAYER_218,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2898,2023-10-24 17:53:18
PLAYER_221,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2692,2023-11-29 13:57:52
PLAYER_223,"Group: Football Bigs, Team: Stony Brook, Team: Stony Brook Football",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2695,2024-07-22 12:10:52
PLAYER_227,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2289,2025-01-18 18:36:00
PLAYER_228,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2524,2019-08-06 10:56:20
PLAYER_231,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2238,2019-08-06 10:50:44
PLAYER_232,"Team: Stony Brook Women's T&F, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2809,2022-11-21 15:47:09
PLAYER_234,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2543,2024-11-15 20:30:15
PLAYER_240,Team: Stony Brook Baseball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2724,2020-11-13 18:56:32
PLAYER_254,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2139,2025-01-09 13:28:52
PLAYER_264,Team: Old Football,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2713,2021-05-05 11:20:52
PLAYER_280,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2543,2024-11-08 14:03:13
PLAYER_285,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2705,2025-01-18 18:33:38
PLAYER_286,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2121,2025-01-18 18:45:12
PLAYER_290,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2588,2025-10-08 20:37:53
PLAYER_296,"Group: 2023-2024 WBB, Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2954,2025-03-10 17:34:18
PLAYER_300,"Team: Stony Brook Women's T&F, Team: Stony Brook",Peak Propulsive Force < 1200 N (below performance standard),Peak Propulsive Force(N),1157.0,2023-04-26 15:14:22
PLAYER_306,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2912,2020-11-16 21:40:30
PLAYER_310,"Group: MSOC 21-22, Team: Stony Brook Men's Soccer",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2637,2023-04-24 19:55:06
PLAYER_311,Team: Stony Brook Men's T&F,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2809,2023-10-27 14:59:52
PLAYER_314,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2553,2022-08-10 14:03:32
PLAYER_319,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2523,2020-11-16 21:07:33
PLAYER_323,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2066,2018-10-16 15:26:11
PLAYER_324,Team: Stony Brook Men's Basketball ,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2916,2024-02-27 19:31:26
PLAYER_333,"Group: 2023-2024 WBB, Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2159,2024-03-11 17:15:21
PLAYER_340,Team: Stony Brook Baseball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.238,2024-07-09 15:51:41
PLAYER_341,Team: Stony Brook Women's Basketball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1123,2025-04-22 18:56:07
PLAYER_343,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2776,2025-09-19 14:51:31
PLAYER_361,"Group: msoc, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2257,2022-01-20 19:38:47
PLAYER_364,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1826,2022-07-14 15:33:09
PLAYER_368,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2248,2025-10-14 12:41:23
PLAYER_370,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2672,2025-10-08 20:37:25
PLAYER_371,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2215,2024-11-08 14:06:11
PLAYER_376,"Group: 2023-2024 WBB, Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1897,2025-03-10 17:38:19
PLAYER_379,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2695,2025-01-18 18:53:05
PLAYER_380,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.252,2025-10-08 20:33:34
PLAYER_381,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1537,2022-08-26 15:02:21
PLAYER_382,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2154,2024-03-21 14:54:32
PLAYER_384,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1003,2022-07-18 12:05:44
PLAYER_386,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.27,2024-04-22 19:42:50
PLAYER_387,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2903,2025-04-29 19:32:04
PLAYER_388,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2675,2025-10-08 20:36:40
PLAYER_390,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2416,2024-01-31 17:53:55
PLAYER_391,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2515,2020-11-16 21:55:24
PLAYER_392,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2454,2023-02-16 13:30:26
PLAYER_398,Team: Stony Brook Women's Basketball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1326,2022-10-04 14:06:33
PLAYER_406,Team: Stony Brook Women's Volleyball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2916,2022-07-29 11:10:22
PLAYER_407,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1684,2023-12-07 13:44:32
PLAYER_408,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2581,2024-05-01 16:48:56
PLAYER_409,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2757,2019-08-06 10:52:23
PLAYER_414,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1986,2024-05-01 16:48:09
PLAYER_420,"Group: Women's Basketball, Group: 2023-2024 WBB, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2873,2025-03-10 17:36:58
PLAYER_421,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2918,2019-08-06 10:53:46
PLAYER_424,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2652,2025-10-14 12:42:56
PLAYER_426,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2586,2024-08-29 15:51:16
PLAYER_430,"Group: Men's Basketball, Group: 21-22, Team: Stony Brook Men's Basketball , Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.174,2022-09-20 12:21:23
PLAYER_432,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2987,2024-08-27 18:30:42
PLAYER_434,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1402,2024-01-24 19:30:35
PLAYER_434,Team: Stony Brook Womens Soccer,Peak Propulsive Force < 1200 N (below performance standard),Peak Propulsive Force(N),983.0,2024-01-24 19:30:35
PLAYER_435,Team: Stony Brook Men's Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2786,2024-01-30 20:50:31
PLAYER_441,Team: Stony Brook MLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.27,2024-04-11 20:18:36
PLAYER_446,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1866,2020-11-13 13:00:30
PLAYER_452,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2758,2025-01-18 18:38:49
PLAYER_456,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2094,2019-08-06 10:55:05
PLAYER_457,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.241,2024-02-05 19:55:59
PLAYER_464,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2256,2025-01-18 18:53:28
PLAYER_465,"Group: WLAX , Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2784,2022-11-15 14:08:04
PLAYER_468,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2606,2025-01-18 18:40:01
PLAYER_474,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1532,2024-05-07 16:46:40
PLAYER_478,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2764,2024-10-24 17:02:15
PLAYER_479,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2261,2025-10-14 12:43:32
PLAYER_486,"Group: Football Bigs, Team: Stony Brook Football",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2451,2024-07-22 12:08:11
PLAYER_491,"Group: msoc, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1952,2022-01-20 19:40:37
PLAYER_492,"Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2342,2025-09-08 15:17:48
PLAYER_495,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1958,2024-11-08 14:06:36
PLAYER_496,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2987,2025-01-18 18:47:18
PLAYER_527,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2748,2024-05-07 16:37:42
PLAYER_530,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2723,2024-02-05 19:46:41
PLAYER_538,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2286,2024-05-07 16:42:35
PLAYER_547,"Group: Football Bigs, Team: Stony Brook, Team: Stony Brook Football",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2824,2024-07-22 12:09:05
PLAYER_557,"Team: Stony Brook Men's Basketball , Team: Men's Basketball 2024-2025",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1991,2025-01-21 17:02:55
PLAYER_569,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2982,2025-10-08 20:31:41
PLAYER_587,"Team: Stony Brook Football, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2809,2022-12-08 14:40:30
PLAYER_611,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2151,2024-05-07 16:41:26
PLAYER_614,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2682,2025-08-23 11:43:40
PLAYER_620,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2954,2025-01-18 18:34:06
PLAYER_622,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1693,2019-07-17 11:01:30
PLAYER_627,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2446,2023-10-24 17:48:33
PLAYER_628,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2052,2025-04-29 19:37:09
PLAYER_629,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2292,2020-11-16 21:05:07
PLAYER_639,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1938,2025-10-08 20:35:19
PLAYER_641,Team: 1,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.0861,2025-02-18 18:31:52
PLAYER_646,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2555,2025-01-18 18:52:27
PLAYER_647,Player Not Found,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2852,2022-07-29 11:07:08
PLAYER_648,Team: Stony Brook Women's Volleyball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2995,2024-11-06 21:17:45
PLAYER_652,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2296,2025-10-08 20:36:12
PLAYER_668,"Group: 21-22, Team: Stony Brook Men's Basketball ",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2972,2022-09-20 12:25:23
PLAYER_669,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2423,2025-01-27 12:36:28
PLAYER_671,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2238,2025-10-08 20:30:08
PLAYER_677,"Group: SBU Volleyball, Team: Stony Brook, Team: Stony Brook Women's Volleyball",Peak Propulsive Force < 1200 N (below performance standard),Peak Propulsive Force(N),1198.0,2019-04-23 13:09:56
PLAYER_678,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2738,2025-10-08 20:32:32
PLAYER_679,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2568,2024-02-28 20:07:43
PLAYER_680,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1852,2024-08-26 15:38:22
PLAYER_681,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2832,2024-04-30 19:42:56
PLAYER_683,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2791,2024-05-07 16:47:45
PLAYER_685,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2741,2024-10-22 18:18:58
PLAYER_686,Team: Stony Brook Women's T&F,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2753,2024-02-21 14:51:14
PLAYER_690,"Group: msoc, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2751,2021-09-15 17:06:53
PLAYER_692,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1969,2022-11-15 14:29:24
PLAYER_702,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2179,2024-03-25 14:43:10
PLAYER_705,"Group: 2023-2024 WBB, Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2606,2025-06-30 16:55:59
PLAYER_706,"Group: 2023-2024 WBB, Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.286,2024-03-11 17:15:48
PLAYER_709,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2092,2019-08-06 10:56:48
PLAYER_710,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2466,2024-05-07 16:31:16
PLAYER_711,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2443,2024-02-14 17:39:53
PLAYER_716,"Group: Athletic Performance Staff, Team: Stony Brook",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.251,2022-01-19 21:31:33
PLAYER_717,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.251,2024-11-08 14:07:22
PLAYER_720,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2097,2020-11-12 11:56:23
PLAYER_725,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2957,2025-10-14 12:41:05
PLAYER_731,Team: Old Football,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2922,2021-05-05 12:48:51
PLAYER_733,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2167,2025-01-18 18:37:52
PLAYER_738,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2499,2023-02-16 13:26:52
PLAYER_739,Team: Old Football,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2734,2021-05-05 12:50:28
PLAYER_741,"Group: 2023-2024 WBB, Group: Women's Basketball, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2685,2025-09-19 14:49:44
PLAYER_742,"Group: WLAX , Team: SBU WLAX",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.0973,2022-11-15 14:13:21
PLAYER_744,"Group: msoc, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1796,2022-01-20 20:38:46
PLAYER_745,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.1298,2022-07-29 12:35:43
PLAYER_746,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2766,2025-07-14 11:19:07
PLAYER_747,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2972,2025-01-27 12:37:38
PLAYER_748,Team: Stony Brook Women's Volleyball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.259,2019-07-17 11:00:49
PLAYER_751,"Group: msoc, Team: Stony Brook Women's Basketball",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2095,2022-01-14 15:22:40
PLAYER_755,"Team: Stony Brook Men's Basketball , Team: Men's Basketball 2024-2025",Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2974,2025-10-13 22:31:14
PLAYER_764,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2517,2025-01-18 18:54:18
PLAYER_765,Team: Stony Brook Swimming and Diving,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2405,2025-09-30 12:43:57
PLAYER_767,Team: SBU WLAX,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2591,2022-11-15 14:27:49
PLAYER_768,Team: Stony Brook Softball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2564,2020-11-16 21:54:45
PLAYER_771,Team: Stony Brook Women's Volleyball,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2416,2019-07-17 11:00:34
PLAYER_776,Team: Stony Brook Women's Tennis,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2136,2024-11-08 14:05:30
PLAYER_780,Team: Stony Brook Womens Soccer,Jump Height < 0.30 m (below performance standard),Jump Height(m),0.2855,2024-10-22 18:21:22
